"Sr.","Stock Name","Symbol","Links","% Chg","Price","Volume"
"1108","Oriental Carbon & Chemicals Limited","OCCL","P&F | F.A","20%","300.05","1,232,531"
"1175","Keynote Financial Services Ltd","KEYFINSERV","P&F | F.A","20%","256.92","50,843"
"1358","Kellton Tech Solutions Limited","KELLTONTEC","P&F | F.A","15.66%","177.64","7,068,551"
"1462","Dev Information Technology Ltd","DEVIT","P&F | F.A","14.75%","139","424,726"
"1442","Cambridge Technology Enterprises Limited","CTE","P&F | F.A","13.88%","146.49","416,164"
"1693","Ifci Limited","IFCI","P&F | F.A","12.25%","78.09","100,303,835"
"1218","Artemis Medicare Services Ltd","ARTEMISMED","P&F | F.A","11.78%","242.2","1,194,614"
"146","Godfrey Phillips India Limited","GODFRYPHLP","P&F | F.A","11.54%","4525.3","506,771"
"861","Jk Tyre & Industries Limited","JKTYRE","P&F | F.A","11.12%","501.25","6,566,192"
"1762","AMJ Land Holdings Ltd","AMJLAND","P&F | F.A","10.6%","63.1","1,657,057"
"1534","Servotech Power Systems Ltd","SERVOTECH","P&F | F.A","9.99%","118.01","1,397,192"
"1742","Essar Shipping Limited","ESSARSHPNG","P&F | F.A","9.99%","68.14","3,093,029"
"481","Tanla Solutions Limited","TANLA","P&F | F.A","9.88%","1046.95","7,707,608"
"325","Rpg Life Sciences Limited","RPGLIFE","P&F | F.A","8.97%","1703.05","93,257"
"1443","Ind-swift Laboratories Limited","INDSWFTLAB","P&F | F.A","8.75%","146.29","1,266,727"
"1739","Anik Industries Limited","ANIKINDS","P&F | F.A","8.21%","68.78","259,416"
"794","Vardhman Textiles Limited","VTL","P&F | F.A","8.19%","564.95","1,629,845"
"742","Antony Waste Handling Cell Ltd","AWHCL","P&F | F.A","7.89%","616.2","639,697"
"886","Exicom Tele-Systems Ltd","EXICOM","P&F | F.A","7.68%","479.25","1,135,612"
"1691","Onmobile Global Limited","ONMOBILE","P&F | F.A","7.63%","78.31","2,947,747"
"1238","Allied Digital Services Limited","ADSL","P&F | F.A","7.06%","232.74","1,280,375"
"747","Hbl Power Systems Limited","HBLPOWER","P&F | F.A","6.87%","611.35","2,565,874"
"825","5Paisa Capital Ltd","5PAISA","P&F | F.A","6.79%","533","725,207"
"994","Mindteck (india) Limited","MINDTECK","P&F | F.A","6.63%","379","339,822"
"212","Ceat Limited","CEATLTD","P&F | F.A","6.5%","2793.05","570,673"
"556","Universal Cables Limited","UNIVCABLES","P&F | F.A","6.45%","870","80,337"
"293","Route Mobile Ltd","ROUTE","P&F | F.A","6.26%","1886.2","735,459"
"395","Mm Forgings Limited","MMFL","P&F | F.A","6.03%","1392.95","117,135"
"361","Nucleus Software Exports Limited","NUCLEUS","P&F | F.A","5.99%","1513.4","110,016"
"392","Punjab Chemicals & Crop Protection Limited","PUNJABCHEM","P&F | F.A","5.98%","1401.4","11,195"
"1192","Platinum Industries Ltd","PLATIND","P&F | F.A","5.9%","250.5","1,087,028"
"1467","Xchanging Solutions Limited","XCHANGING","P&F | F.A","5.73%","137.92","1,773,211"
"230","C.E. Info Systems Ltd","MAPMYINDIA","P&F | F.A","5.47%","2557","917,308"
"1259","Shree Vasu Logistics Ltd","SVLL","P&F | F.A","5.36%","223.47","1,123"
"682","EMSLIMITED","EMSLIMITED","P&F | F.A","5.32%","688.5","747,226"
"813","Apollo Tyres Limited","APOLLOTYRE","P&F | F.A","5.29%","546.25","4,807,251"
"1581","B. L. Kashyap And Sons Limited","BLKASHYAP","P&F | F.A","5.24%","103.5","2,913,595"
"470","NDR Auto Components Ltd","NDRAUTO","P&F | F.A","5.23%","1079.9","26,445"
"145","Crisil Limited","CRISIL","P&F | F.A","5.14%","4551.95","141,859"
"598","Zensar Technologies Limited","ZENSARTECH","P&F | F.A","5.14%","809.25","4,341,856"
"1069","Updater Services Ltd","UDS","P&F | F.A","5.11%","324","585,692"
"1426","Sterlite Technologies Limited","STLTECH","P&F | F.A","5.04%","152.29","5,002,852"
"1110","Indian Renewable Energy Development Agency Ltd","IREDA","P&F | F.A","5.01%","298.5","58,108,417"
"1412","Intense Technologies Ltd","INTENTECH","P&F | F.A","5.01%","157.2","63,145"
"287","Indo Tech Transformers Limited","INDOTECH","P&F | F.A","5%","1919.65","10,089"
"364","Macpower CNC Machines Ltd","MACPOWER","P&F | F.A","5%","1504.7","11,938"
"405","Zen Technologies Limited","ZENTEC","P&F | F.A","5%","1360.95","410,728"
"990","DC Infotech & Communication Ltd","DCI","P&F | F.A","5%","380.5","10,362"
"1185","Marine Electricals (India) Ltd","MARINE","P&F | F.A","5%","251.68","387,654"
"1231","Cords Cable Industries Limited","CORDSCABLE","P&F | F.A","5%","234.9","10,958"
"1303","Somi Conveyor Beltings Limited","SOMICONVEY","P&F | F.A","5%","202.57","8,802"
"1326","Wanbury Limited","WANBURY","P&F | F.A","5%","192.66","103,996"
"1342","Hexa Tradex Limited","HEXATRADEX","P&F | F.A","5%","184.88","14,247"
"1402","Asian Hotels (north) Limited","ASIANHOTNR","P&F | F.A","5%","162.22","4,234"
"1391","Almondz Global Securities Limited","ALMONDZ","P&F | F.A","4.99%","166.72","92,168"
"1457","Inspirisys Solutions Ltd","INSPIRISYS","P&F | F.A","4.99%","140.87","55,441"
"1569","Apollo Micro Systems Ltd","APOLLO","P&F | F.A","4.99%","109.76","820,042"
"1623","Hmt Limited","HMT","P&F | F.A","4.99%","92.31","37,450"
"343","E2E Networks Ltd","E2E","P&F | F.A","4.97%","1590","16,185"
"1675","G-Tec Janix Education Ltd","GTECJAINX","P&F | F.A","4.97%","81.35","100"
"1563","Geojit Financial Services","GEOJITFSL","P&F | F.A","4.85%","110.6","5,017,829"
"1040","Asian Energy Services Ltd","ASIANENE","P&F | F.A","4.83%","341","69,978"
"1447","Sequent Scientific Limited","SEQUENT","P&F | F.A","4.82%","143.77","2,412,714"
"281","KPI Green Energy Ltd","KPIGREEN","P&F | F.A","4.78%","1939.8","420,336"
"1653","Karma Energy Limited","KARMAENG","P&F | F.A","4.72%","87.49","46,523"
"1466","HEC Infra Projects Ltd","HECPROJECT","P&F | F.A","4.67%","137.99","47,069"
"878","Itd Cementation India Limited","ITDCEM","P&F | F.A","4.57%","489.55","643,495"
"920","Career Point Limited","CAREERP","P&F | F.A","4.5%","439.95","129,115"
"1570","Camlin Fine Sciences Limited","CAMLINFINE","P&F | F.A","4.5%","109.53","612,649"
"888","Onward Technologies Limited","ONWARDTEC","P&F | F.A","4.49%","476","295,473"
"1322","Shiva Texyarn Ltd","SHIVATEX","P&F | F.A","4.48%","195","12,398"
"277","De Nora India Limited","DENORA","P&F | F.A","4.47%","1987.25","64,935"
"1274","SRM Contractors Ltd","SRM","P&F | F.A","4.38%","217.68","554,640"
"1174","Birla Cable Limited","BIRLACABLE","P&F | F.A","4.31%","257.01","109,910"
"560","Godrej Agrovet Ltd","GODREJAGRO","P&F | F.A","4.21%","863.7","1,199,316"
"1471","Ismt Limited","ISMTLTD","P&F | F.A","4.13%","136.64","668,326"
"1228","Hemisphere Properties India Ltd","HEMIPROP","P&F | F.A","4.12%","235.31","2,259,989"
"1343","Pennar Industries Limited","PENIND","P&F | F.A","4.02%","184.84","1,336,274"
"290","Lux Industries Limited","LUXIND","P&F | F.A","3.95%","1903.05","225,565"
"402","Aurobindo Pharma Limited","AUROPHARMA","P&F | F.A","3.93%","1378.95","2,719,310"
"77","Apar Industries Limited","APARINDS","P&F | F.A","3.92%","9008.85","77,384"
"124","Alkem Laboratories Limited","ALKEM","P&F | F.A","3.86%","5399.55","260,100"
"1031","Megastar Foods Ltd","MEGASTAR","P&F | F.A","3.76%","346.6","214,818"
"1363","Ratnaveer Precision Engineering Ltd","RATNAVEER","P&F | F.A","3.71%","174.06","576,303"
"1305","Electrosteel Castings Limited","ELECTCAST","P&F | F.A","3.69%","201.58","4,566,233"
"179","Thejo Engineering Ltd","THEJO","P&F | F.A","3.58%","3408","23,200"
"1107","Cantabil Retail India Limited","CANTABIL","P&F | F.A","3.5%","300.83","1,038,085"
"1","Mrf Limited","MRF","P&F | F.A","3.48%","134200.05","8,442"
"1077","Saksoft Limited","SAKSOFT","P&F | F.A","3.47%","319.2","834,801"
"1827","Vip Clothing Limited","VIPCLOTHNG","P&F | F.A","3.47%","51.62","946,122"
"204","Indiamart Intermesh Ltd","INDIAMART","P&F | F.A","3.34%","2905.9","527,544"
"449","Hatsun Agro Product Limited","HATSUN","P&F | F.A","3.34%","1179.2","131,432"
"68","Oracle Financial Services Software Limited","OFSS","P&F | F.A","3.33%","10908","297,308"
"1436","Alembic Limited","ALEMBICLTD","P&F | F.A","3.33%","148.75","2,716,174"
"1639","MIC Electronics Ltd","MICEL","P&F | F.A","3.33%","90.2","503,144"
"1816","Bang Overseas Limited","BANG","P&F | F.A","3.28%","52.85","119,332"
"1485","Pnb Gilts Limited","PNBGILTS","P&F | F.A","3.2%","133.97","1,256,998"
"469","Chennai Petroleum Corporation Limited","CHENNPETRO","P&F | F.A","3.17%","1080","1,312,258"
"253","Safari Industries (India) Ltd","SAFARI","P&F | F.A","3.11%","2195.6","281,295"
"1129","Startech Finance Ltd","STARTECK","P&F | F.A","3.07%","283.95","628"
"701","Datamatics Global Services Limited","DATAMATICS","P&F | F.A","2.98%","664.6","219,887"
"898","IRMENERGY","IRMENERGY","P&F | F.A","2.96%","464","83,230"
"982","Softtech Engineers Ltd","SOFTTECH","P&F | F.A","2.94%","384.95","6,949"
"1386","R.p.p. Infra Projects Limited","RPPINFRA","P&F | F.A","2.93%","168","194,636"
"1817","Kcp Sugar And Industries Corporation Limited","KCPSUGIND","P&F | F.A","2.93%","52.62","1,482,840"
"292","Cyient Limited","CYIENT","P&F | F.A","2.91%","1891.5","646,552"
"437","Everest Industries Limited","EVERESTIND","P&F | F.A","2.9%","1223.1","10,618"
"1339","Suryoday Small Finance Bank Ltd","SURYODAY","P&F | F.A","2.87%","186.9","212,660"
"1776","Vardhman Acrylics Limited","VARDHACRLC","P&F | F.A","2.87%","60.5","39,843"
"1132","PCBL Ltd","PCBL","P&F | F.A","2.86%","282.4","3,244,137"
"1444","Focus Lighting & Fixtures Ltd","FOCUS","P&F | F.A","2.81%","145.93","429,681"
"1774","Reliable Data Services Ltd","RELIABLE","P&F | F.A","2.79%","60.75","101,488"
"588","S J S Enterprises Ltd","SJS","P&F | F.A","2.78%","828.9","56,468"
"758","Uravi T and Wedge Lamps Ltd","URAVI","P&F | F.A","2.77%","600","2,847"
"371","Pix Transmission Ltd","PIXTRANS","P&F | F.A","2.73%","1471.4","19,584"
"141","Tvs Srichakra Limited","TVSSRICHAK","P&F | F.A","2.69%","4646.2","12,358"
"1514","Mawana Sugars Limited","MAWANASUG","P&F | F.A","2.69%","124.75","815,401"
"1539","Umang Dairies Limited","UMANGDAIRY","P&F | F.A","2.68%","116.88","47,409"
"623","Creative Peripherals & Distribution Ltd","CREATIVE","P&F | F.A","2.67%","769","7,128"
"1029","Petronet Lng Limited","PETRONET","P&F | F.A","2.64%","348","2,045,791"
"1315","Atam Valves Ltd","ATAM","P&F | F.A","2.64%","196.9","10,192"
"215","Eimco Elecon (india) Limited","EIMCOELECO","P&F | F.A","2.63%","2750","2,723"
"1260","Indian Railway Finance Corporation Ltd","IRFC","P&F | F.A","2.61%","223.11","96,900,985"
"660","Jupiter Wagons Ltd","JWL","P&F | F.A","2.6%","714.1","1,231,699"
"1405","Vaishali Pharma Ltd","VAISHALI","P&F | F.A","2.6%","160.5","67,139"
"908","Alphageo (india) Limited","ALPHAGEO","P&F | F.A","2.58%","454.1","17,967"
"862","Jyothy Laboratories Limited","JYOTHYLAB","P&F | F.A","2.57%","500.85","494,711"
"83","Inox Wind Energy Ltd","IWEL","P&F | F.A","2.56%","8274.75","10,435"
"172","Multi Commodity Exchange Of India Limited","MCX","P&F | F.A","2.56%","3868","180,406"
"1663","Spencers Retail Ltd","SPENCERS","P&F | F.A","2.56%","84.1","129,200"
"406","Kirloskar Pneumatic Company Ltd","KIRLPNU","P&F | F.A","2.55%","1359.65","19,506"
"1194","Indraprastha Medical Corporation Limited","INDRAMEDCO","P&F | F.A","2.55%","250.14","97,069"
"1778","Radhika Jeweltech Ltd","RADHIKAJWE","P&F | F.A","2.54%","60.24","250,344"
"955","Balu Forge Industries Ltd","BALUFORGE","P&F | F.A","2.51%","414.65","436,523"
"1008","Nitin Spinners Limited","NITINSPIN","P&F | F.A","2.51%","366.1","53,071"
"1133","Indo Thai Securities Limited","INDOTHAI","P&F | F.A","2.51%","281.85","5,114"
"1561","Jay Bharat Maruti Limited","JAYBARMARU","P&F | F.A","2.51%","112.19","151,232"
"316","H.G. Infra Engineering Ltd","HGINFRA","P&F | F.A","2.5%","1730.65","77,977"
"175","Gkw Limited","GKWLIMITED","P&F | F.A","2.49%","3699","209"
"315","Mahanagar Gas Limited","MGL","P&F | F.A","2.49%","1738.8","377,932"
"87","Gillette India Limited","GILLETTE","P&F | F.A","2.47%","7545.15","16,861"
"484","Newgen Software Technologies Ltd","NEWGEN","P&F | F.A","2.46%","1040","322,418"
"532","Sudarshan Chemical Industries Limited","SUDARSCHEM","P&F | F.A","2.46%","921","89,602"
"20","Abbott India Limited","ABBOTINDIA","P&F | F.A","2.45%","28146.65","7,074"
"1173","Thomas Cook  (india)  Limited","THOMASCOOK","P&F | F.A","2.45%","258","188,814"
"1233","Gail (india) Limited","GAIL","P&F | F.A","2.44%","234.3","9,004,923"
"193","Dr. Lal Path Labs Ltd.","LALPATHLAB","P&F | F.A","2.4%","3021.6","277,714"
"1126","Nlc India Limited","NLCINDIA","P&F | F.A","2.4%","285.77","2,232,690"
"784","Tips Films Ltd","TIPSFILMS","P&F | F.A","2.37%","570.95","4,233"
"84","Neuland Laboratories Limited","NEULANDLAB","P&F | F.A","2.36%","8268.6","19,365"
"106","Kalyani Investment Company Limited","KICL","P&F | F.A","2.36%","6465.2","4,996"
"1072","Plastiblends India Limited","PLASTIBLEN","P&F | F.A","2.36%","323","153,248"
"666","Sterling & Wilson Renewable Energy Ltd","SWSOLAR","P&F | F.A","2.31%","706.8","227,243"
"435","Ksolves India Ltd","KSOLVES","P&F | F.A","2.3%","1224","94,641"
"887","Vip Industries Limited","VIPIND","P&F | F.A","2.28%","476.5","1,034,443"
"1549","Nhpc Limited","NHPC","P&F | F.A","2.28%","115.6","37,564,926"
"811","Monarch Networth Capital Ltd","MONARCH","P&F | F.A","2.27%","548.4","25,486"
"1660","Network18 Media & Investments Limited","NETWORK18","P&F | F.A","2.27%","84.8","535,707"
"1352","Pyramid Technoplast Ltd","PYRAMID","P&F | F.A","2.26%","180.02","39,154"
"1092","Zaggle Prepaid Ocean Services Ltd","ZAGGLE","P&F | F.A","2.24%","308.1","1,434,722"
"1353","Univastu India Ltd","UNIVASTU","P&F | F.A","2.24%","180","104"
"1523","Ahlada Engineers Ltd","AHLADA","P&F | F.A","2.24%","121.75","21,339"
"1794","Ptc India Financial Services Limited","PFS","P&F | F.A","2.24%","56.55","4,649,568"
"1545","Total Transport Systems Ltd","TOTAL","P&F | F.A","2.23%","116","1,949"
"1831","Nandan Denim Limited","NDL","P&F | F.A","2.22%","50.55","766,065"
"1577","Banaras Beads Limited","BANARBEADS","P&F | F.A","2.21%","107.01","20,561"
"264","Metropolis Healthcare Ltd","METROPOLIS","P&F | F.A","2.19%","2098.5","211,478"
"963","Black Box Ltd","BBOX","P&F | F.A","2.17%","402.8","192,077"
"1145","Bajaj Consumer Care Ltd","BAJAJCON","P&F | F.A","2.17%","272.75","175,089"
"853","Tarsons Products Ltd","TARSONS","P&F | F.A","2.14%","510.85","43,806"
"1246","Zomato Ltd","ZOMATO","P&F | F.A","2.14%","227.23","24,873,047"
"1636","Avt Natural Products Limited","AVTNPL","P&F | F.A","2.14%","90.51","233,810"
"1730","Pc Jeweller Limited","PCJEWELLER","P&F | F.A","2.14%","71.18","3,280,821"
"284","Summit Securities Limited","SUMMITSEC","P&F | F.A","2.13%","1925.95","2,774"
"158","Vst Industries Limited","VSTIND","P&F | F.A","2.09%","4200.05","10,142"
"1084","Oil & Natural Gas Corporation Limited","ONGC","P&F | F.A","2.08%","313.5","14,752,948"
"113","Supreme Industries Limited","SUPREMEIND","P&F | F.A","2.07%","5911.1","148,900"
"767","Dynamic Cables Ltd","DYCL","P&F | F.A","2.07%","589.1","24,721"
"1019","Khadim India Ltd","KHADIM","P&F | F.A","2.07%","360","3,585"
"1302","Vishnu Prakash R Punglia Ltd","VPRPL","P&F | F.A","2.06%","202.84","369,495"
"889","Man Industries (india) Limited","MANINDS","P&F | F.A","2.05%","475.3","91,889"
"822","Indraprastha Gas Limited","IGL","P&F | F.A","2.03%","536.15","909,513"
"1364","Welspun Living Ltd","WELSPUNLIV","P&F | F.A","2.03%","173.73","3,163,157"
"1408","Aurum Proptech Ltd","AURUM","P&F | F.A","2.03%","158.56","82,476"
"235","Central Depository Services Ltd","CDSL","P&F | F.A","2.02%","2467.8","659,007"
"1187","B&B Triplewall Containers Ltd","BBTCL","P&F | F.A","2.02%","251.33","1,845"
"1757","Sutlej Textiles And Industries Limited","SUTLEJTEX","P&F | F.A","1.98%","63.95","104,027"
"1118","L T Foods Ltd","LTFOODS","P&F | F.A","1.97%","292.3","754,796"
"252","Ajanta Pharma Limited","AJANTPHARM","P&F | F.A","1.96%","2245","14,099"
"1011","SRG Housing Finance Ltd","SRGHFL","P&F | F.A","1.96%","364.45","3,321"
"342","Hcl Technologies Limited","HCLTECH","P&F | F.A","1.95%","1590.55","5,760,315"
"681","Ramky Infrastructure Limited","RAMKY","P&F | F.A","1.94%","688.6","218,130"
"705","Manorama Industries Ltd","MANORAMA","P&F | F.A","1.94%","660","2,562"
"717","Gujarat Gas Limited","GUJGASLTD","P&F | F.A","1.94%","647","415,230"
"156","Shakti Pumps (india) Limited","SHAKTIPUMP","P&F | F.A","1.92%","4220","70,054"
"431","Narayana Hrudayalaya Ltd.","NH","P&F | F.A","1.92%","1239","1,276,389"
"1006","Jagsonpal Pharmaceuticals Limited","JAGSNPHARM","P&F | F.A","1.92%","366.9","67,158"
"202","Technocraft Industries (india) Limited","TIIL","P&F | F.A","1.88%","2909.95","5,167"
"321","Ge T&d India Limited","GET&D","P&F | F.A","1.88%","1709.8","27,539"
"679","Aditya Birla Sun Life AMC Ltd","ABSLAMC","P&F | F.A","1.88%","689.05","231,140"
"150","Vardhman Holdings Limited","VHL","P&F | F.A","1.87%","4368.15","1,333"
"216","Mphasis Limited","MPHASIS","P&F | F.A","1.87%","2740.9","351,892"
"1529","Navkar Corporation Limited","NAVKARCORP","P&F | F.A","1.87%","119.7","579,118"
"306","Jb Chemicals & Pharmaceuticals Limited","JBCHEPHARM","P&F | F.A","1.85%","1782","41,486"
"527","Astra Microwave Products Limited","ASTRAMICRO","P&F | F.A","1.84%","933.45","286,824"
"1753","Indian Overseas Bank","IOB","P&F | F.A","1.84%","64.84","5,634,025"
"721","IFGL Refractories Ltd","IFGLEXPOR","P&F | F.A","1.82%","642.25","6,199"
"985","Ntpc Limited","NTPC","P&F | F.A","1.82%","384","9,555,223"
"733","Oil India Limited","OIL","P&F | F.A","1.81%","625.55","6,817,147"
"1832","Pioneer Embroideries Limited","PIONEEREMB","P&F | F.A","1.81%","50.11","10,747"
"699","Shivalik Bimetal Controls Ltd","SBCL","P&F | F.A","1.8%","665.8","83,468"
"630","Syngene International Limited","SYNGENE","P&F | F.A","1.79%","755.45","250,824"
"444","Natco Pharma Limited","NATCOPHARM","P&F | F.A","1.78%","1205.45","206,827"
"865","Fdc Limited","FDC","P&F | F.A","1.78%","500.05","110,254"
"1575","Mangalam Drugs And Organics Limited","MANGALAM","P&F | F.A","1.78%","108.49","7,931"
"939","Ashiana Housing Limited","ASHIANA","P&F | F.A","1.77%","426","30,301"
"1726","Amd Industries Limited","AMDIND","P&F | F.A","1.77%","72.41","14,069"
"1397","Kothari Petrochemicals Limited","KOTHARIPET","P&F | F.A","1.76%","164.48","213,243"
"840","Granules India Limited","GRANULES","P&F | F.A","1.75%","523.35","360,844"
"949","DCX Systems Ltd","DCXINDIA","P&F | F.A","1.75%","418.95","1,201,638"
"209","Shriram Finance Ltd","SHRIRAMFIN","P&F | F.A","1.74%","2842.9","314,763"
"1128","Rupa & Company Limited","RUPA","P&F | F.A","1.74%","284.2","168,159"
"645","Sona BLW Precision Forgings Ltd","SONACOMS","P&F | F.A","1.73%","736.9","1,974,790"
"1073","Max India Ltd","MAXIND","P&F | F.A","1.73%","322.95","13,785"
"1177","Ramco Industries Limited","RAMCOIND","P&F | F.A","1.73%","255.81","37,856"
"1419","Piramal Pharma Ltd","PPLPHARMA","P&F | F.A","1.73%","153.72","2,251,770"
"317","Carborundum Universal Limited","CARBORUNIV","P&F | F.A","1.71%","1719.5","34,588"
"1445","Everest Kanto Cylinder Limited","EKC","P&F | F.A","1.71%","145.93","217,227"
"139","KSB Ltd","KSB","P&F | F.A","1.7%","4794.35","5,912"
"591","Sun Tv Network Limited","SUNTV","P&F | F.A","1.69%","822","975,877"
"668","Divgi Torqtransfer Systems Ltd","DIVGIITTS","P&F | F.A","1.69%","705","12,244"
"1268","Kitex Garments Limited","KITEX","P&F | F.A","1.69%","219.59","140,375"
"1654","Idbi Bank Limited","IDBI","P&F | F.A","1.69%","87.46","3,517,109"
"750","Suraj Estate Developers Ltd","SURAJEST","P&F | F.A","1.68%","607","121,910"
"1190","Muthoot Microfin Ltd","MUTHOOTMF","P&F | F.A","1.67%","251.27","152,327"
"60","Voltamp Transformers Limited","VOLTAMP","P&F | F.A","1.66%","12294.4","6,940"
"1068","Iti Limited","ITI","P&F | F.A","1.65%","324.35","1,906,996"
"1071","Deep Industries Ltd","DEEPINDS","P&F | F.A","1.65%","323.45","306,487"
"1746","Maheshwari Logistics Ltd","MAHESHWARI","P&F | F.A","1.65%","67.3","20,372"
"1474","Texmaco Infrastructure & Holdings Limited","TEXINFRA","P&F | F.A","1.64%","136.34","427,200"
"1788","Dhani Services Ltd","DHANI","P&F | F.A","1.64%","57.48","2,334,586"
"80","Linde India Limited","LINDEINDIA","P&F | F.A","1.63%","8768.2","18,226"
"845","Izmo Limited","IZMO","P&F | F.A","1.63%","516.05","103,426"
"1115","Veranda Learning Solutions Ltd","VERANDA","P&F | F.A","1.63%","294.98","45,913"
"1697","Tata Teleservices (maharashtra) Limited","TTML","P&F | F.A","1.63%","77.94","2,888,214"
"881","Honasa Consumer Ltd","HONASA","P&F | F.A","1.62%","483.15","177,213"
"255","Krishna Institute of Medical Sciences Ltd","KIMS","P&F | F.A","1.59%","2175.45","15,436"
"1052","Hindustan Copper Limited","HINDCOPPER","P&F | F.A","1.59%","335.5","1,678,870"
"1538","Bliss Gvs Pharma Limited","BLISSGVS","P&F | F.A","1.59%","117.25","393,260"
"413","Dredging Corporation Of India Limited","DREDGECORP","P&F | F.A","1.58%","1340","27,596"
"424","Elecon Engineering Company Limited","ELECON","P&F | F.A","1.58%","1307.95","86,014"
"550","Kec International Limited","KEC","P&F | F.A","1.58%","885","82,692"
"904","Vedanta Limited","VEDL","P&F | F.A","1.58%","456.8","4,047,886"
"1399","Ganesh Benzoplast Ltd","GANESHBE","P&F | F.A","1.57%","163.37","172,119"
"874","R Systems International Limited","RSYSTEMS","P&F | F.A","1.56%","492.65","45,353"
"1210","IRIS Business Services Ltd","IRIS","P&F | F.A","1.54%","245","12,625"
"419","Expleo Solutions Ltd","EXPLEOSOL","P&F | F.A","1.53%","1325.5","14,016"
"160","Honda Siel Power Products Limited","HONDAPOWER","P&F | F.A","1.52%","4114.9","3,396"
"743","Diamines & Chemicals Ltd","DIAMINESQ","P&F | F.A","1.52%","615","13,831"
"9","3m India Limited","3MINDIA","P&F | F.A","1.5%","39227.4","1,611"
"360","Yuken India Ltd","YUKEN","P&F | F.A","1.5%","1515.65","21,404"
"1000","Fineotex Chemical Limited","FCL","P&F | F.A","1.5%","372.65","95,343"
"1710","Motherson Sumi Wiring India Ltd","MSUMI","P&F | F.A","1.5%","75.2","3,201,798"
"816","TCNS Clothing Co. Ltd","TCNSBRANDS","P&F | F.A","1.49%","541.35","62,496"
"457","Dodla Dairy Ltd","DODLA","P&F | F.A","1.47%","1139.3","30,022"
"876","Minda Corporation Limited","MINDACORP","P&F | F.A","1.46%","489.95","98,934"
"390","Macrotech Developers Ltd","LODHA","P&F | F.A","1.45%","1416","407,357"
"970","Supriya Lifescience Ltd","SUPRIYA","P&F | F.A","1.45%","396.3","60,584"
"1232","Par Drugs & Chemicals Ltd","PAR","P&F | F.A","1.45%","234.78","2,997"
"1103","Nippon India ETF Hang Seng Bees","HNGSNGBEES","P&F | F.A","1.44%","303.33","110,345"
"1105","The India Cements Limited","INDIACEM","P&F | F.A","1.44%","302.15","1,561,601"
"1039","Ircon International Ltd","IRCON","P&F | F.A","1.43%","341.6","15,871,964"
"1169","Gujarat Apollo Industries Limited","GUJAPOLLO","P&F | F.A","1.43%","259.66","6,617"
"1306","National Aluminium Company Limited","NATIONALUM","P&F | F.A","1.43%","200.38","4,934,276"
"148","Interglobe Aviation Limited","INDIGO","P&F | F.A","1.42%","4393","546,507"
"1376","W S Industries (i) Limited","WSI","P&F | F.A","1.42%","170.18","64,624"
"1429","Veto Switchgears And Cables Limited","VETO","P&F | F.A","1.41%","151.5","236,288"
"1454","Panacea Biotec Limited","PANACEABIO","P&F | F.A","1.41%","141.4","26,545"
"1820","Allcargo Terminals Ltd","ATL","P&F | F.A","1.41%","52.41","383,118"
"393","Glenmark Pharmaceuticals Limited","GLENMARK","P&F | F.A","1.4%","1400.8","349,290"
"1451","Delta Corp Limited","DELTACORP","P&F | F.A","1.39%","142.12","1,405,138"
"614","Deepak Fertilizers And Petrochemicals Corporation Limited","DEEPAKFERT","P&F | F.A","1.38%","784.15","468,881"
"925","Yatharth Hospital & Trauma Care Services Ltd","YATHARTH","P&F | F.A","1.37%","435.7","51,749"
"1199","JGCHEM","JGCHEM","P&F | F.A","1.37%","247.51","41,988"
"690","Prince Pipes & Fittings Ltd","PRINCEPIPE","P&F | F.A","1.36%","676.5","25,226"
"1292","Hisar Metal Industries Ltd","HISARMETAL","P&F | F.A","1.36%","209.1","2,001"
"1418","Mahindra EPC Irrigation Ltd","MAHEPC","P&F | F.A","1.35%","154","12,627"
"1425","Sjvn Limited","SJVN","P&F | F.A","1.35%","152.73","15,170,849"
"1488","Axis Healthcare ETF","AXISHCETF","P&F | F.A","1.35%","133.45","4,098"
"1289","D B Realty Limited","DBREALTY","P&F | F.A","1.34%","210.57","1,155,198"
"1446","Ruchira Papers Limited","RUCHIRA","P&F | F.A","1.34%","145.15","193,566"
"1754","Central Bank Of India","CENTRALBK","P&F | F.A","1.34%","64.17","3,755,861"
"394","Gravita India Limited","GRAVITA","P&F | F.A","1.33%","1400","52,367"
"708","Lincoln Pharmaceuticals Limited","LINCOLN","P&F | F.A","1.33%","657.45","13,058"
"1640","Sat Industries Ltd","SATINDLTD","P&F | F.A","1.32%","90","62,526"
"526","Gokaldas Exports Limited","GOKEX","P&F | F.A","1.31%","933.9","29,418"
"577","Schneider Electric Infrastructure Limited","SCHNEIDER","P&F | F.A","1.31%","839.95","98,615"
"790","Exide Industries Limited","EXIDEIND","P&F | F.A","1.31%","566.4","934,080"
"1037","BEML Land Assets Ltd","BLAL","P&F | F.A","1.31%","343.6","423,542"
"1111","Campus Activewear Ltd","CAMPUS","P&F | F.A","1.31%","298.1","371,256"
"1477","Trigyn Technologies Limited","TRIGYN","P&F | F.A","1.3%","135.8","33,284"
"1731","Gp Petroleums Limited","GULFPETRO","P&F | F.A","1.3%","70.73","106,218"
"274","Prudent Corporate Advisory Services Ltd","PRUDENT","P&F | F.A","1.29%","2015.5","4,085"
